packetSize,interArrival,flowDuration
13525.888111749084,8.772811706497063,135.01337324461232
14844.027420199567,18.37993209673715,144.33221606446466
14610.078870210331,26.30070303891733,157.84609667264428
15645.84615147437,3.274172621325233,217.79284125290033
14637.599572162333,9.271589590805233,152.59696489171964
12352.139622987974,0.2634571885713644,104.96197827838019
17632.073974186584,3.9409783942143632,84.1694708369927
14075.078918846128,1.3302327272157202,165.20964275215078
16015.590710953513,13.438116652095417,188.45754421055625
14257.09921843066,11.423676263642651,157.50795772571058
15940.570998854342,5.434054803706777,136.77848058305568
12619.90063602731,7.270932133429676,141.3555219193593
16192.766567796836,8.401730600678738,151.05079573218669
14765.249698746362,3.444197059566891,108.43190209822058
17181.359751688946,2.66694842066278,147.79266538758782
16303.243972271619,15.508830885199256,99.13915750912358
15147.236427843787,6.034282435359862,66.93629842411447
12353.434513073526,3.534195171129146,163.9245928241465
17943.39799049357,4.987898582161814,182.99117181384224
15073.906395262748,21.862355942519013,146.27595188769126
14937.049366302936,12.712571953978571,150.63426242904566
15262.50087550051,11.122866687570532,148.21628086491108
15704.311011915841,6.503973768885548,155.59669148106465
16387.17166266571,9.150593003599564,223.28491015320395
14693.891396169425,8.355860616292517,104.01657309753294
19117.568658861826,42.301868559309355,146.8648368997663
14891.962530950477,1.19577158661882,211.04117587659368
13512.541478446698,0.9428074118541334,144.15966617882006
16969.240682922755,27.87241146175605,165.69855790466912
16502.733605297548,1.2971752369143166,160.10644722157593
12923.14251437606,0.7875026409103668,161.7027174855617
13243.794814551751,0.3981180518262277,146.31115100887274
13190.994529867978,6.612766778399363,161.06863172873776
14651.20450637469,6.418672093641449,143.0939842145983
14153.950820126605,9.676138700092602,160.8472665775529
14081.675558982151,2.5859484468920173,203.3955445763896
18946.679350325892,2.1740316874350416,184.3321761895987
14219.85615976822,9.774920698570762,145.81166426248814
13659.213808271286,8.47677094313605,141.44531898981555
16392.29213437296,1.0263302149564968,115.22434523075412
15841.252572900632,9.33950580735488,173.08675925920735
14123.604781592785,7.7197545799501865,151.69019305184304
14585.299522878026,13.440716933620378,159.6774026072414
15632.877255004301,6.321749476947671,166.01414806679367
15763.34463657817,19.33425172846243,142.0489344381805
17075.969006430736,6.5534137845943725,145.84168698192147
14635.429432148354,0.03171778394297049,131.02482970909324
14434.991871403938,23.565396841519842,183.1949528290955
16444.228392963512,13.736677258148877,199.86511251305677
14640.980543018431,4.2207656549190675,199.04422085089618
11460.553901688769,1.4223743025683924,119.34060603649434
12957.4198164868,3.156060333374524,156.50476834175106
